"Y","X1","X2","X3","X4","X5","X6","X7"
-125.083082372158,3.23806845925157,7.9442881813427,-12.2504552983723,-5.54421283136169,-3.46517158815886,-10.9619421273379,-3.46535680864096
-108.919894760399,1.2971616090196,12.4561177532454,-8.89146005731907,-4.82868180242078,-4.52720636227097,-11.2105715643338,-2.08850049795545
-94.0769534051152,4.87343434309289,8.45863966218447,-9.32681858821298,-7.31098457248544,-0.0159343485188073,-11.370163545495,-3.95287502745731
-220.536506054571,0.463803462864834,4.92757860291353,-26.3369823095799,-8.05983655464767,-12.6229042438446,-8.4062739779009,-2.64037021869244
-167.917236025757,2.06080178648352,7.80311866786982,-19.2999617838417,-7.74218359303019,-7.16983490878086,-10.0783528188427,-4.16796538190597
-87.3046074837534,3.77107512557577,7.79145714360842,-6.36980695412426,-5.13977138552411,0.625664312466903,-10.8236349427332,-2.58129972622845
-54.7918296677313,6.0019813144711,9.54614945817828,-8.81199665614611,-7.45477863653132,-3.49617607522744,-7.47520157898486,-5.91464617279206
-100.137150495026,8.54930612824861,10.4755972628787,-9.65142570391072,-6.40689521289412,-3.83539725865877,-12.173266662628,-6.24675505794026
-217.921956010693,0.589933716666786,5.86308117708843,-24.5932612504186,-5.50342161684019,-9.42953253693221,-10.87150788435,-5.24840699516153
-185.709324652372,-0.556777675504031,8.11147306029993,-25.0111734090926,-7.37931075177123,-8.74109204768178,-10.2428643696459,-6.21082372691275
-152.475886187362,1.15261024915828,7.1282334452088,-14.8327810325648,-6.89235769024357,-8.86424532560614,-8.52007854180434,1.17890141034088
-17.1880003923925,5.87658576974348,11.5386920772186,1.6170496623402,-8.88445775140845,-2.31718476730322,-7.32734321031312,2.72818259499584
-148.601754997742,-0.440498580514353,5.47893762341738,-15.8818263829963,-6.44692794234196,-4.95294120633495,-8.85527184312273,-0.659781082057318
-89.1516341354144,2.00014549270304,11.4621386620131,-9.68050572987338,-5.58597267726667,-6.59055039416719,-7.95193289840587,-3.01675099097174
-115.358772298382,4.56019944542727,9.24377929837447,-9.80795378033999,-7.04051592471194,-6.76322144722733,-9.10644450064649,-0.70508409462099
-69.7876527663709,2.55091594510609,11.3881305547296,-10.6342451286378,-5.00882026806204,-4.24627795442924,-7.824629566293,-7.50120035034687
-176.221063762985,3.05921216294876,5.57562929061843,-15.744080926046,-5.86128821113445,-5.95959404695515,-12.1511445393586,-0.394886416892227
-113.984768499133,5.21565781396564,7.85684442027107,-9.01799152338443,-5.79702832430728,-7.09787051499909,-9.27727119247693,0.0854190843125298
-32.1375300365085,6.51980250861173,7.52308617784599,-1.26253940970419,-5.65250567533832,-3.97168569795032,-5.95897282876525,0.280105874033548
-140.771366322212,3.96281141134783,7.44330896180897,-18.654048808021,-7.29812330501198,-6.7519866651368,-9.15657421630879,-6.85960199962952
-71.8979531787407,3.71553088122521,13.0348592764184,-8.6388190149718,-8.70913082163005,-5.99748738277064,-8.22535478274445,-2.46183607252438
-124.526802957226,3.38763950411481,8.65531537849867,-7.05565363489861,-5.5608645496654,-5.04385540295278,-11.463972329378,2.97696482146766
-119.919975512626,1.81537420162453,4.20397831805582,-13.9758922761335,-6.74683982532148,-4.26589042951664,-7.92533843408306,-1.05959200767346
-86.9573927742694,3.84249231946761,8.15007322791814,-10.3708370159993,-7.73339077002677,-3.98107665966487,-7.42683846860474,-3.21609158004394
-98.8296673452426,3.42742591697577,6.25077190186252,-14.5732019014188,-7.04838347647386,-2.92421766235534,-7.79821627220642,-6.49101798942175
-117.478579363367,3.32474407022621,7.63975446001936,-10.4937575273381,-6.73712800599212,-4.31827882943016,-9.99613743402036,-0.408327664415979
-139.164609100875,-0.0186095640352857,8.99763879092351,-19.3372081397973,-7.188056781081,-3.57297310021003,-10.5554736709189,-6.99841828271655
-120.379665238054,5.14307625952734,7.93401822218128,-15.1570699317337,-8.0722704209181,-8.88253524031266,-7.17982481980541,-4.11820405045864
-131.216765614052,0.67667998507438,8.02069274658342,-8.63317191329199,-6.77686659939988,-4.56965168553706,-10.2742973240452,4.28776714608678
-174.342776320085,3.62460824729413,8.50018847592976,-17.007556277193,-3.7569777451837,-9.25301555694216,-11.5389811969643,-4.59197547657281
-70.4466883216325,3.496706419278,11.3530795331545,-12.4912982856532,-6.63312151256019,-4.99422193607775,-7.51863130365109,-8.21363971501076
-147.423317514961,3.59766275187814,9.04252553308666,-17.5004557398139,-8.86964381189727,-7.43420025760703,-9.83741089009017,-3.99505263684799
-93.6550231784821,4.05644858120261,11.0705756375103,-10.7585523480247,-6.64256602245173,-4.56780412547404,-9.85079024432555,-4.82243886929086
-117.950280943525,2.94881893402253,9.63610308451968,-7.1155047978737,-6.26875065998054,-6.47519120061839,-10.1155322853497,3.15298935184949
-102.850667415522,5.23319805666741,7.96827365642789,-15.2261718105057,-8.9103604194983,-9.65062594112683,-5.52367755904525,-4.33197700671374
-216.794924619235,2.11577511794118,4.16989929245035,-27.6713757463029,-9.36993273533048,-6.15952139385805,-11.9410299021506,-6.47348796959431
-138.345933063844,3.34409817548269,7.77781555586653,-17.7828484704572,-6.91083083936409,-6.33278088447509,-8.98282369194015,-6.67445649866277
-136.822138277686,-0.34202181506377,9.57976855626235,-13.0377615631352,-3.96488426323353,-6.1736004538865,-9.71343976938527,-2.41789621260377
-139.420347559282,2.36239041313604,7.83614687651683,-15.1304400143261,-8.1054524586789,-3.86484974374697,-11.2240502740897,-2.16019565711011
-127.421084807763,3.96390124753504,9.13846792267023,-12.5332773324008,-6.35405667160404,-8.23679122703291,-8.65818995713131,-2.38738355952663
-183.346518258071,2.87038867365402,5.68985207116235,-22.9685287075424,-7.4565727694149,-12.8490058833818,-7.05671941289896,-4.15800943653203
-80.8097312790879,3.96318804962169,10.7926997449638,-8.67196333183495,-4.67890177128149,-6.42839901992262,-7.81328668730863,-4.50002029501809
-116.029562212647,0.962204960598058,6.96231152622317,-14.4223656822495,-8.21194243787095,-6.53469899207126,-6.50544750031111,-1.092733311807
-134.609137553127,1.64804313301975,5.22386786616469,-10.8555853854599,-5.00160080485311,-4.8401940415519,-9.1037122883799,1.22029775666267
-184.795302514443,3.11760243184925,7.65530840190156,-19.0996435836509,-5.74732756936782,-12.2710150062655,-9.71610557639831,-2.14208005096913
-154.555345327396,-0.0601825050870168,6.88628463811215,-23.5594172638431,-7.07603155364058,-7.98117689369818,-7.27858084976814,-8.06268691570071
-122.55369918011,2.23619553289269,6.57552861048088,-8.13358862650055,-6.31167834143532,-5.39408526883831,-9.08721736045933,3.85153424894448
-86.5205420381101,2.13410193995405,9.18040226875051,-9.63390705231181,-5.75386974253575,-2.83648763034275,-8.93364325826515,-3.43490849345898
-140.431746641714,3.00739043679078,7.27147800573859,-15.7938679726044,-7.38859319118367,-3.40217214626051,-11.1325191172492,-4.15372592720427
-112.548519399495,4.37496889468953,7.6201577492833,-13.7604514222995,-8.5901707937534,-5.53639617538643,-8.45418020908284,-3.16799317533623
-102.63707121651,2.56664016255767,9.49817318205021,-11.0798167202244,-7.921395815512,-7.45442595478612,-7.27065013014979,-0.480263479972391
-97.2765782414497,6.18772038707646,7.18403659231303,-11.5142162193433,-6.58780454728449,-3.7938243255372,-9.04119097894617,-5.46703585640753
-173.774224570686,2.72654336063229,4.70248319578316,-20.966161545533,-7.43865672847893,-8.5111895434421,-8.66041189090198,-3.77156534504671
-148.450185936348,4.74591067099092,3.4904518905854,-13.5408234589492,-7.86197172181081,-9.67291187973068,-6.65571658766793,2.42601394454489
-147.272161438544,5.59576872657211,6.37490115491011,-19.3902717306568,-7.19410456045185,-7.26778717051768,-9.35646385042594,-7.53924247796578
